article_id,technique,start,end,text_spans
769752554,Repetition,392,417,Make American Great Again
769752554,Loaded_Language,626,637,racial slur
769752554,"Name_Calling,Labeling",797,817,scum bag of the year
769752554,Flag-Waving,906,915,patriotic
769752554,"Name_Calling,Labeling",1047,1061,Real tough guy
769752554,Loaded_Language,1347,1357,Disturbing
769752554,"Name_Calling,Labeling",1373,1388,Trump Supporter
769752554,Repetition,1400,1404,MAGA
769752554,"Exaggeration,Minimisation",1448,1488,The civility of the Left on full display
769752554,"Name_Calling,Labeling",1656,1666,shit nigga
769752554,Repetition,1734,1738,MAGA
769752554,Loaded_Language,1779,1801,Bitch ass motherf**ker
769752554,Slogans,1919,1941,I support my President
769752554,Repetition,2311,2327,Trump supporter’
769752554,"Name_Calling,Labeling",2311,2326,Trump supporter
769962236,"Name_Calling,Labeling",0,9,Communist
769962236,"Name_Calling,Labeling",32,47,Trump Supporter
769962236,Loaded_Language,80,89,dangerous
769962236,Loaded_Language,94,101,violent
769962236,Loaded_Language,139,143,ugly
769962236,"Exaggeration,Minimisation",163,168,“man”
769962236,Loaded_Language,169,177,attacked
769962236,Slogans,207,212,#MAGA
769962236,"Name_Calling,Labeling",222,239,criminal attacker
769962236,"Exaggeration,Minimisation",241,244,one
769962236,Flag-Waving,1033,1074,Is this the America Maxine Waters wanted?
769962236,Loaded_Language,1760,1771,altercation
769962236,Loaded_Language,1857,1864,immoral
769962236,Slogans,2200,2223,SAFE SPACE FOR EVERYONE
769962236,Loaded_Language,2634,2637,NOT
769962236,Flag-Waving,2921,2934,our president
769962236,"Name_Calling,Labeling",2964,2977,innocent kids
769962236,Slogans,3260,3278,We are not violent
769962236,Loaded_Language,3903,3912,corrosive
769962236,Loaded_Language,3917,3921,ugly
769962328,Flag-Waving,2213,2316,We got kicked out of a public school for re-enforcing America’s value’s by teaching the US Constitution
769962328,"Name_Calling,Labeling",3274,3311,"counterfeits, self-proclaimed leaders"
769962328,"Name_Calling,Labeling",4074,4086,paper tigers
769962328,Doubt,1756,1825,the reason I dropped the “J” word was because you haven’t in 40 years
769962328,"Name_Calling,Labeling",3749,3790,They are people pleasers and nothing more
769962328,Loaded_Language,4203,4229,to put boots on the ground
769962328,Black-and-White_Fallacy,334,599,"it seems like when you do the wrong thing before God and man, somehow people seem to give it a pass.
Yet, when you begin to do the right things and obey God and love man according to the Word of God, all of a sudden, the world acts like you're doing something wrong"
769962328,"Name_Calling,Labeling",1336,1357,the rock n roll world
769962328,"Name_Calling,Labeling",1978,2012,the revisionists and propagandists
769962328,Appeal_to_fear-prejudice,2086,2195,abortion is murder and that 58 million babies have been murdered since 1973 under the guise of woman’s choice
769962328,Slogans,2086,2104,abortion is murder
769962328,Slogans,2338,2369,homosexuality is an abomination
769962328,"Name_Calling,Labeling",2666,2695,the reprobates and hypocrites
769962328,Causal_Oversimplification,3160,3223,They are being exposed for who they are and they do not like it
769962328,Loaded_Language,3110,3157,"Of course they did, and of course they still do"
769962328,"Name_Calling,Labeling",3566,3594,political leader of the pack
769962328,Causal_Oversimplification,3663,3706,because they have simply forsaken the cross
769962328,Loaded_Language,3877,3901,hide behind a microphone
769962328,Causal_Oversimplification,3985,4063,The reason they don't is because they are guilty of what they fail to confront
769962328,Doubt,4088,4269,"They can write all big and bad but when it comes to what someone else should do.
However, when it is time for them to put boots on the ground, they are simply missing in action (MIA"
769962328,Doubt,3323,3431,"who care more about saving face, than they do the souls of men (Luke 19:10), as well as saving their country"
769962328,"Name_Calling,Labeling",4301,4332,the freest country in the world
769962328,Flag-Waving,4290,4332,to live in the freest country in the world
769962328,Loaded_Language,4559,4593,convict them unto godly repentance
769962328,Doubt,4650,4767,deceiving themselves into believing that they are demanding a lawful change just as long as it does not offend anyone
769962328,Repetition,4811,4823,counterfeits
769962328,Doubt,4805,4932,these counterfeits will be the first ones to get angry with and denounce and attack the ones that are sent by the Spirit of God
769962328,Loaded_Language,5059,5103,in a righteous sense reverse the lawlessness
769962328,Causal_Oversimplification,5150,5259,These groups of people are simply enemies of the cross of Christ and know not the power of God unto salvation
769962328,"Name_Calling,Labeling",5348,5370,the genuine Christians
769962328,"Name_Calling,Labeling",5401,5427,those who are counterfeits
769962328,Loaded_Language,5463,5493,jog comfortably along together
769962328,Loaded_Language,6050,6080,"slandered, lied about, defamed"
769962328,Loaded_Language,6086,6118,fighting the good fight of faith
769962328,Loaded_Language,5946,5975,taking ground for the kingdom
769962328,"Exaggeration,Minimisation",6343,6391,crammed with very many and various kinds of evil
769962328,"Name_Calling,Labeling",6411,6428,the counterfeit's
769962328,Doubt,3596,3661,"Yet, you do not see any warfare or opposition around them and why"
769962328,Causal_Oversimplification,5608,5821,"If Christians were equally as faithful to the Lord, separated from the world (2 Corinthians 6:17), and living so that their lives were a reproof to all ungodliness, the world would hate them as much as it ever did"
769962328,Loaded_Language,6310,6391,"hard, toilsome and unquiet life, crammed with very many and various kinds of evil"
770156173,"Name_Calling,Labeling",4682,4692,dim-witted
770156173,"Name_Calling,Labeling",4814,4832,neocon poster-girl
770156173,"Name_Calling,Labeling",6056,6072,grand deal-maker
770156173,"Name_Calling,Labeling",2469,2498,very eccentric but not stupid
770156173,Loaded_Language,5920,5936,tens of billions
770156173,Loaded_Language,34,47,pretty severe
770156173,Repetition,1021,1029,threaten
770156173,Repetition,2158,2164,threat
770156173,Repetition,4774,4781,threats
770156173,Repetition,5254,5261,threats
770156173,Repetition,5645,5652,threats
770156173,Loaded_Language,1586,1593,shatter
770156173,Loaded_Language,1616,1623,cripple
770156173,Loaded_Language,1919,1938,scraped and skimped
770156173,"Exaggeration,Minimisation",2094,2117,‘ate grass’ for decades
770156173,Loaded_Language,2330,2348,painfully apparent
770156173,Flag-Waving,2819,2827,US power
770156173,Repetition,3012,3018,bloody
770156173,Loaded_Language,3266,3280,soundly beaten
770156173,"Whataboutism,Straw_Men,Red_Herring",3692,3737,who himself avoided national military service
770156173,"Exaggeration,Minimisation",4523,4531,hysteria
770156173,"Exaggeration,Minimisation",4835,4929,foreign affairs experience appears to have been limited to the International House of Pancakes
770156173,Loaded_Language,5330,5340,decapitate
770156173,Slogans,0,18,End The Korean War
770156173,Appeal_to_fear-prejudice,1106,1184,They would be immediate targets should the US and South Korea attack the north
770156173,Appeal_to_fear-prejudice,1556,1738,"only three nuclear weapons to shatter Japan and just two to cripple South Korea, not to mention polluting the globe with radioactive dust and contaminating North Asia’s water sources"
770156173,Appeal_to_fear-prejudice,1740,1836,Nuclear explosions would spread radioactive contamination over northern China and Pacific Russia
770156173,Loaded_Language,2978,2989,bloody slog
770156173,Appeal_to_fear-prejudice,2934,2989,War against North Korea would be a slow and bloody slog
770156173,Loaded_Language,3970,3985,game of chicken
770156173,"Name_Calling,Labeling",3991,4004,tough-talking
770156173,Loaded_Language,4758,4781,hurling warlike threats
770156851,"Name_Calling,Labeling",4,18,Never-Trumpers
770156851,"Name_Calling,Labeling",78,89,never-Trump
770156851,Loaded_Language,179,186,painful
770156851,Loaded_Language,2561,2583,number in the millions
770156851,Loaded_Language,362,372,the Terror
770156851,Black-and-White_Fallacy,283,293,is history
770156851,Black-and-White_Fallacy,295,315,It’s not coming back
770156851,Loaded_Language,569,575,failed
770156851,Repetition,600,606,failed
770156851,Loaded_Language,718,726,blunders
770156851,Loaded_Language,1045,1051,killed
770156851,Loaded_Language,1031,1039,failures
770156851,Flag-Waving,1918,1931,the Americans
770156851,Loaded_Language,2194,2213,humanitarian crisis
770156851,Loaded_Language,2268,2275,horrors
770156851,Doubt,2696,2765,Why are the people responsible for these wars still being listened to
770156851,Loaded_Language,2861,2868,crucial
770156851,Loaded_Language,3672,3679,thieves
770156851,Loaded_Language,3650,3660,malevolent
770156851,Thought-terminating_Cliches,437,447,It is over
770156851,Thought-terminating_Cliches,664,693,There will be no turning back
770156851,Loaded_Language,3849,3869,congenital blindness
770156851,Loaded_Language,4851,4872,ablaze with tribalism
770221823,"Name_Calling,Labeling",61,82,the warriors of jihad
770221823,Loaded_Language,1053,1367,"The public treasure has been consumed, private wealth has been destroyed, the temples have been stripped of gold, silver, jewels, the relics of the saints, and other most precious ornaments.
Men have been butchered like cattle, women abducted, virgins ravished, and children snatched from the arms of their parents"
770221823,Appeal_to_fear-prejudice,1604,1724,Don’t allow yourself to be fooled: arm yourself with the truth by preordering The History of Jihad From Muhammad to ISIS
770221823,Loaded_Language,411,417,sacked
770221823,"Name_Calling,Labeling",1493,1512,gullible Westerners
770376380,"Name_Calling,Labeling",1583,1611,a world-class Islamopanderer
770376380,Loaded_Language,24,47,Murderous Indifference”
770376380,Repetition,1383,1405,murderous indifference
770376380,Loaded_Language,357,416,couldn’t resist an anti-Semitic shot at Israeli “occupation
770376380,Loaded_Language,599,623,have profaned God’s name
770376380,Loaded_Language,678,688,He decried
770376380,Loaded_Language,1127,1152,he deplored the fact that
770376380,Loaded_Language,1305,1323,Indifference kills
770376380,Loaded_Language,1411,1500,"the Middle East today is weeping, suffering and silent as others trample upon those lands"
770376380,Doubt,1532,1745,"These are odd statements coming from Pope Francis, a world-class Islamopanderer; notice that he said nothing about who was doing the persecuting, and implied that it was the fault of powers outside the Middle East"
770376380,Loaded_Language,3926,3942,so much ferocity
770376380,Doubt,3864,3956,"Why, we ask the western world, why not raise one’s voice over so much ferocity and injustice"
770376380,Loaded_Language,4340,4357,acts of brutality
770376380,"Exaggeration,Minimisation",4460,4501,No one defends Islam like Arab Christians
770376380,Loaded_Language,4636,4656,chimerical “dialogue
770376380,Causal_Oversimplification,4504,4782,"It is to defend Islam that Western clerics do not raise their voice against such acts of brutality.
It is to pursue a fruitless and chimerical “dialogue” that bishops in the U.S. and Europe keep silent about Muslim persecution of Christians, and enforce that silence upon others"
770376380,"Name_Calling,Labeling",4974,5056,"extreme, militant Islamists and the atrocities that they have perpetrated globally"
770376380,"Name_Calling,Labeling",5167,5181,devout Muslims
770376380,Appeal_to_fear-prejudice,4963,5181,"Talk about extreme, militant Islamists and the atrocities that they have perpetrated globally might undercut the positive achievements that we Catholics have attained in our inter-religious dialogue with devout Muslims"
770376380,"Name_Calling,Labeling",5472,5484,blind guides
